DATE ARRET;CDGI;QUARTIER;TYPE DE VOIE;PREFIXE de VOIE;NOM de VOIE;Libellé VOIE;CVOIE;HISTORIQUE;LARGEUR;LONG;DETAIL;ARRONDISSEMENT;STATUT PRESUME;DEBUT;FIN
2016-03-29T02:00:00+02:00;0712;Batignolles.;rue;du;bastion;rue du Bastion;0706;"Historique. ~ voie projetée dans le cadre de l'aménagement de la ZAC `Clichy Batignolles`, anciennement dénommée rue Mstislav Rostropovitch et précédemment voie BW/17.
Orig. du nom.~ Située à l'emplacement du bastion n°44, construit en 1841 et 1842, rare vestige subsistant de l'enceinte de Thiers à Paris.";20.0;342.0;Dénomination.~ Délib. mun. du 29, 30 et 31 mars 2016.;XVIIe;voie privée destinée à devenir publique;rue André Suarès, 7.;boulevard Berthier, 54.
;X619;Maison Blanche.;voie;;gh/13;voie GH/13;Y985;;7.0;190.0;Nota. ~ voie privée ouverte à la circulation publique piétonne (arr. mun. du 8 avril 2016).;XIIIe;voie privée destinée à devenir publique;rue de la Glacière, 86.;boulevard Auguste Blanqui, 149.
2013-12-18T01:00:00+01:00;8324;Saint-Georges. Grandes Carrières.;promenade;;roland lesaffre;promenade Roland Lesaffre;8301;Orig du nom.~ Roland Lesaffre (Clermont-Ferrand, 1927-Paris, 2009) acteur fétiche de Marcel Carné.;16.0;200.0;Dénomination.~ Délib. mun. du 16, 17 et 18 décembre 2013.;IXe,XVIIIe;voie publique;terre-plein central du boulevard de Clichy, entre la place Blanche et la rue Caulaincourt.;
;X630;Goutte d'Or.;voie;;cp/18;voie CP/18;Y997;Historique. ~  voie projetée dans le secteur Chapelle International;15.0;354.0;;XVIIIe;voie privée destinée à devenir publique;rue de la Chapelle, 59.;boulevard Ney, 29bis.
2017-11-12T01:00:00+01:00;;Saint-Fargeau.;place;de;flore;place de Flore;3690;Orig. Du nom. ~ nom donné en référence à la déesse romaine de la nature, du printemps et des fleurs. Valorise symboliquement les actions des habitants du quartier pour embellir, végétaliser et fleurir cet espace.;;;Dénomination. ~ délib. Mun des 11, 12 et 13 décembre 2017.;Xxe;domaine public;à l'angle des villas Dury-Vasselon et Gagliardini.;
2018-03-20T01:00:00+01:00;;Batignolles.;allée;;yvette guilbert;allée Yvette Guilbert;9988;"Orig. Du nom. ~ Yvette Guilbert, née Emma Laure Esther Guilbert (Paris, 1865 - Aix-en-Provence (Bouches-du-Rhône), 1944), chanteuse française du café-concert et parolière. Lauréate du Grand Prix du Disque de l'académie Charles Cros en 1954.
Historique. ~ Voie créée dans le cadre de l'aménagement de la Zac `Clichy-Batignolles`. Elle avait été provisoirement dénommée CO/17.";;;Dénomination. ~ Délib. mun. des 20, 21 et 22 mars 2018.;XVIIe;voie privée destinée à devenir publique;place Françoise Dorin, 5.;en impasse.
1817-09-27T00:53:28+00:53;1107;Arts et Métiers.;rue;;borda;rue Borda;1112;"Orig. du nom. ~ Jean Charles Borda (1733-1799), mathématicien et physicien ; voisinage du Conservatoire des Arts et Métiers.";16.0;35.0;"Ouverture. ~ Déc. du 21 mars 1813 et déc. min. du 9 octobre 1816.
Alignements (non retenus au POS et non repris au PLU). ~ Ord. du 14 janvier 1829.
Dénomination. ~ Déc. min. du 27 septembre 1817.";IIIe;voie publique;rue Volta, 33.;rue Montgolfier, 10.
1996-12-18T01:00:00+01:00;0891;Halles.;porte;;berger;porte Berger;0882;"Orig. du nom. ~ Donne dans la rue Berger.
Historique. ~ Accès créé lors de l'aménagement du secteur Forum Central des Halles.";5.0;6.0;"Observation. ~ Accès, au niveau du sol, conduisant au secteur Forum Central des Halles et ensemble des escaliers et des paliers (places desservant des magasins et diverses voies) des différents niveaux situés à la verticale de cet accès ainsi qu'une galerie, finissant en impasse, au niveau -3.
Dénomination. ~ Arr. mun. des 2 avril 1985 et 18 décembre 1996.";Ier;voie publique;"1° tronçon: situé rue Berger au droit du passage des Lingères.
2° tronçon: situé au niveau -1, desservant le Grand Balcon";"3° tronçon: situé au niveau -2, desservant le Balcon Saint-Eustache
4° tronçon: situé au niveau -3, entre le passage des Verrières, place-patio Pina Bausch, et rue de l'Arc-en-Ciel."
1808-01-04T00:53:28+00:53;1192;Halles.;impasse;des;bourdonnais;impasse des Bourdonnais;1200;"Orig. du nom. ~ Voisinage de la rue des Bourdonnais.
Historique. ~ Précédemment, cul-de-sac ou rue de la Fosse aux Chiens et, plus anciennement, place du Marché aux Pourceaux et place aux Chats. Cette impasse existait en 1421.";4.0;42.0;"Alignements (non retenus au POS et non repris au PLU). ~ Déc. du 29 novembre 1881.
Dénomination. ~ Arr. du 1er avril 1808.";Ier;voie publique;rue des Bourdonnais, 37.;
1985-08-28T02:00:00+02:00;1002;Halles.;allée;;blaise cendrars;allée Blaise Cendrars;1012;"Orig. du nom. ~ Frédéric Sauser dit Blaise Cendrars (La Chaux-de-Fonds, 1887-Paris, 1961), écrivain français d'origine suisse.
Historique. ~ Voie située dans le secteur des Halles. Elle avait été provisoirement dénommée AB/1.";3.6;171.0;Dénomination. ~ Arr. mun. du 28 août 1985.;Ier;voie publique;allée André Breton.;rue de Viarmes.
;3298;Jardin des Plantes.;rue;de l';épée de bois;rue de l'Épée de Bois;3323;"Orig. du nom. ~ Ancienne enseigne.
Historique. ~ La partie B existait en 1603 et portait le nom de rue du Petit Champ.";10.0;155.0;"Ouverture. ~ Déc. du 30 juillet 1859 (UP), entre les rues Monge et Gracieuse (A).
Alignements (non retenus au POS et non repris au PLU). ~ Déc. du 30 juillet 1859 (UP), partie A. Arr. du 5 avril 1975, au droit des nos 11, 13, 15 et 18. Déc. du 24 juin 1884, le surplus. Ces alignements ne sont exécutoires à l'égard des immeubles en saillie que par voie d'acquisition amiable ou par expropriation.
Nivellement. ~ Déc. du 24 juin 1884 entre les rues Gracieuse et Mouffetard.";Ve;voie publique;rue Monge, 86.;rue Mouffetard, 89.
1985-02-04T01:00:00+01:00;5693;Halles.;passage;des;lingères;passage des Lingères;5632;"Orig. du nom. ~ Souvenir de l'ancienne porte des Lingères.
Historique. ~ Voie créée dans le secteur des Halles. Elle avait été provisoirement dénommée E/1.";10.0;49.0;"Observation. ~ Passage situé dans le secteur des Halles.
Dénomination. ~ Arr. mun. du 2 avril 1985.";Ier;voie publique;place Marguerite de Navarre et rue des Halles.;rue Berger, 21.
1996-12-18T01:00:00+01:00;8008;Halles.;porte;;rambuteau;porte Rambuteau;8023;"Orig. du nom. ~ Donne dans la rue Rambuteau.
Historique. ~ Accès créé lors de l'aménagement du secteur Forum Central des Halles.";0.0;0.0;"Observation. ~ Accès, au niveau du sol, conduisant au secteur Forum Central des Halles et ensemble des escaliers et des paliers (places desservant des magasins et diverses voies) des différents niveaux situés à la verticale de cet accès.
Dénomination. ~ Arr. mun. des 2 avril 1985 et 18 décembre 1996.";Ier;voie publique;"1° tronçon: rue Rambuteau, 99.
2° tronçon: au niveau -1, desservant le Grand Balcon.
3° tronçon: au niveau -2, desservant le passage de la Réale.";4° tronçon: au niveau -3, entre rue des Piliers, rue des Bons Vivants, et rue de l'Equerre d'Argent
1685-12-19T00:53:28+00:53;9741;Halles. Palais Royal. Vivienne. Mail.;place;des;victoires;place des Victoires;9749;"Orig. du nom. ~ Place créée à l'initiative du maréchal de La Feuillade et de la Ville de Paris et consacrée aux victoires de Louis XIV.
Historique. ~ En 1793, on l'a nommée place des Victoires Nationales.
Monuments classés. ~ Sol de la place et statue de Louis XIV (statue équestre proprement dite due à François-Joseph Bosio ; piédestal orné de bas-reliefs ; soubassement circulaire ; grille de clôture). Au n° 1 : façade. Aux nos 1 bis, 5, 2, 4, 4 bis, 6, 10 et 12 : façades et toitures.";0.0;0.0;"Ouverture. ~ Arrêt du Conseil du Roi du 19 décembre 1685.
Alignements (non retenus au POS et non repris au PLU). ~ Déc. du 26 juillet 1883, entre les rues Etienne Marcel et d'Aboukir. Déc. du 16 juillet 1849, le surplus.
Servitude. ~ Les terrains riverains de la place ont été vendus à charge d'y construire des maisons symétriques d'après les dessins de Mansart (marché du 12 septembre 1665 ; arrêt du Conseil du Roi du 27 novembre 1691).
Dénomination. ~ Arrêt du Conseil du Roi du 19 décembre 1685.";Ier,IIe;voie publique;au débouché des rues Croix des Petits Champs, Catinat, La Feuillade, Vide-Gousset, d'Aboukir et Etienne Marcel.;
1957-03-25T01:00:00+01:00;5527;Roquette.;place;;léon blum;place Léon Blum;5462;"Orig. du nom. ~ Léon Blum (1872-1950), homme politique français.
Historique. ~ Précédemment, place Voltaire. Plus anciennement, place du Prince Eugène.";0.0;0.0;"Ouverture. ~ Déc. du 29 août 1857.
Alignements (non retenus au POS et non repris au PLU). ~ Déc. du 29 août 1857, côté impair. Ce décret prévoyait également des alignements du côté pair qui n'ont pas été suivis. Contrat des 4 et 6 juillet 1863, côté pair.
Dénomination. ~ Arr. du 25 mars 1957.";XIe;voie publique;intersection du boulevard Voltaire, 128, de la rue de la Roquette, 97 et de l'avenue Parmentier, 2. Place plantée d'arbres.;
1877-01-02T00:53:28+00:53;0394;Rochechouart.;place;d';anvers;place d'Anvers;0367;"Orig. du nom. ~ Ville prise par les Français en 1832.
Historique. ~ Précédemment place Turgot. Ouverte sur l'emplacement des anciens abattoirs de Rochechouart. La portion de voie publique de la chaussée Ouest est déclassée par arr. mun. du 16 janvier 1981.";52.0;112.0;"Alignements (non retenus au POS et non repris au PLU). ~ Arr. du Chef du Pouvoir exécutif du 14 avril 1871 (côté pair).
Dénomination. ~ Arr. du 1er février 1877.";IXe;voie publique;avenue Trudaine, et rue Gérando.;boulevard de Rochechouart, et rue de Dunkerque, 95.
1970-05-05T01:00:00+01:00;5685;Saint-Georges.;place;;lili boulanger;place Lili Boulanger;5624;Orig. du nom. ~ Lili Boulanger (1893-1918), compositeur.;0.0;0.0;"Ouverture. ~ Ouverte en 1844.
Ouverture et alignements (non retenus au POS et non repris au PLU). ~ Ord. du 21 juin 1841.
Numérotage. ~ Arr. du 5 mars 1976.
Dénomination. ~ Arr. du 5 mai 1970.";IXe;voie publique;rue Ballu, rue de Vintimille.;
;1345;Saint-Georges.;rue;de;bruxelles;rue de Bruxelles;1337;"Orig. du nom. ~ Capitale de la Belgique ; voisinage de la place de l'Europe.";12.0;320.0;"Ouverture. ~ Ord. du 21 juin 1841. Une ordonnance royale du 2 février 1826 avait antérieurement autorisé l'ouverture de la voie.
Alignements (non retenus au POS et non repris au PLU). ~ Ord. du 21 juin 1841, sauf sur une longueur de 10 m environ à partir de la place Blanche et au droit du n° 24.";IXe;voie publique;place Blanche, 5.;rue de Clichy, 78.
1999-04-21T02:00:00+02:00;5007;Rochechouart.;place;;josé rizal;place José Rizal;4884;Orig. du nom. ~ Héros national philippin (Calamba, 1861-Manille, 1896). Il fit ses études en Espagne puis tenta par ses écrits anti-colonialistes et son activité politique d'obtenir des réformes.;0.0;0.0;Dénomination. ~ Arr. mun. du 21 avril 1999.;IXe;voie publique;intersection des rues de Maubeuge, Choron et Rodier.;
1864-12-30T00:53:28+00:53;8288;Rochechouart. Clignancourt.;boulevard;de;rochechouart;boulevard de Rochechouart;8265;"Orig. du nom. ~ Voisinage de la rue de Rochechouart.
Historique. ~ Précédemment : 1° A l'extérieur de l'ancien mur d'octroi : boulevard des Poissonniers, entre le boulevard Barbès et la rue de Clignancourt ; boulevard de Rochechouart, pour le surplus. 2° A l'intérieur de l'ancien mur d'octroi : chemin de ronde des Poissonnières, entre la rue du Faubourg Poissonnière et la place de la Barrière de Rochechouart qui était située au débouché de la rue de Rochechouart ; place de la Barrière de Rochechouart ; chemin de ronde de Rochechouart, pour le surplus.";42.0;730.0;"Observation. ~ Le terre-plein central est occupé par le viaduc du Métropolitain entre le boulevard Barbès et la rue de Clignancourt.
Ouverture. ~ Ord. du Bureau des Finances du 16 janvier 1789.
Classement dans la voirie parisienne. ~ Déc. du 23 mai 1863. Précédemment voie de l'ancienne commune de Montmartre.
Alignements (non retenus au POS et non repris au PLU). ~ Arr. du 13 mars 1861, sauf : 1° côté impair, sur une longueur de 9 m environ à partir du boulevard de Magenta ; 2° au droit des nos 17 bis et 19, partie régie par l'ordonnance du 12 août 1846.
Numérotage. ~ Arr. du 12 août 1873.
Dénomination. ~ Arr. du 30 décembre 1864.";IXe,XVIIIe;voie publique;boulevards de Magenta, 157 et Barbès.;rue des Martyrs, 74.
;A482;Sur le territoire de Vincennes.;avenue;;foch;avenue Foch;3712;Orig. du nom. ~ Voir : avenue Foch (Paris).;10.0;420.0;Observation. ~ Voie, située en limite du bois de Vincennes, dont le sol appartient, pour moitié, à la Ville de Paris.;Limitrophe;voie publique;cours Marigny.;avenue du Maréchal Fayolle (Vincennes).
;6019;Jardin des Plantes.;impasse;du;marché aux chevaux;impasse du Marché Aux Chevaux;5948;"Orig. du nom. ~ Voisinage de l'ancien Marché aux Chevaux.
Historique. ~ Elle existait au milieu du XVIIIe siècle.";3.25;35.0;Classement, alignements (retenus au POS et non repris au PLU) et nivellement. ~ Arr. mun. du 8 janvier 1996.;Ve;voie publique;rue Geoffroy-Saint-Hilaire, 5.;
;9041;Val de Grâce. Sorbonne.;rue;;soufflot;rue Soufflot;8657;"Orig. du nom. ~ Jacques Germain Soufflot (1713-1780), architecte français du Panthéon.
Historique. ~ La partie A fut dénommée rue Soufflot en 1807 ; elle est appelée rue du Panthéon Français sur le plan de Verniquet. L'ouverture du tronçon B, avait déjà été prévue par une décision ministérielle du 24 frimaire an XIII (larg. : 12 m). Le décret d'alignements du 30 juillet 1859 a reçu sa complète exécution en 1876.";31.0;265.0;"Ouverture. ~ Ouverture en 1846, partie B (ord. du 9 août 1826 [larg. : 14 m] et ord. du 13 mars 1845 [UP]).
Création. ~ La partie A a été créée vers 1760.
Alignements (non retenus au POS et non repris au PLU). ~ Déc. min. du 13 juin 1807, partie A. Déc. du 30 juillet 1859 (UP), partie B. Déc. du 15 avril 1884 (relatif à la rue Le Goff), raccordement du côté impair avec cette dernière voie, côté pair.
Numérotage. ~ Arr. du 15 décembre 1877.";Ve;voie publique;place du Panthéon, 21.;boulevard Saint-Michel, 65.
;3543;Odéon.;rue;;félibien;rue Félibien;3565;"Orig. du nom. ~ Michel Félibien (1666-1719), bénédictin et historien de Paris ; voisinage de l'abbaye Saint-Germain des Prés.
Monuments classés. ~ Marché Saint-Germain dans sa totalité ainsi que les façades et toitures des immeubles qui la borde (fait partie du site du Marché Saint-Germain et des rues qui l'entourent).";11.5;74.0;"Ouverture. ~ Déc. ministériel du 12 novembre 1817.
Alignements (non retenus au POS et non repris au PLU). ~ Ord. du 12 mai 1841.";VIe;voie publique;rue Clément.;rue Lobineau, 2.
1873-10-11T00:53:28+00:53;5063;Quinze-Vingts.;rue;;jules césar;rue Jules César;4942;"Orig. du nom. ~ Jules César (100-44 avant J.-C.), fondateur de l'Empire romain. Voie ainsi dénommée parce qu'elle fut ouverte sur l'emplacement des arènes nationales, au moment où parut la ""Vie de Jules César"", par Napoléon III.";12.0;186.0;"Classement, alignements (non retenus au POS et non repris au PLU) et nivellement. ~ Déc. du 15 juin 1875.
Dénomination. ~ Arr. du 10 novembre 1873 (confirmation).";XIIe;voie publique;boulevard de la Bastille, 22 bis.;rue Lacuée, 20, et rue de Lyon, 43.
;X238;Europe.;voie;;e/8;voie E/8;Y254;;7.0;78.0;;VIIIe;voie privée;rue de Liège, 31.;en impasse
;3814;Champs Elysées.;rue;;françois Ier;rue François Ier;3828;Orig. du nom. ~ Voir : François Ier (place).;20.0;850.0;"Ouverture, dénomination et alignements (non retenus au POS et non repris au PLU). ~ Déc. du 4 mai 1861 (UP).
Numérotage. ~ Arr. du 26 décembre 1873, entre l'avenue Montaigne et l'avenue George V.";VIIIe;voie publique;place du Canada.;place Paul-Emile Victor.
;4897;Champs Elysées.;rue;;jean goujon;rue Jean Goujon;4804;"Orig. du nom. ~ Jean Goujon (1510-1566), sculpteur, dessinateur et architecte français ; voisinage de la place François Ier.
Historique. ~ La rue Jean Goujon commençait autrefois place Clemenceau ; le tronçon compris entre la place Clemenceau et l'avenue Franklin D. Roosevelt, ouvert à travers les Champs Elysées en 1908, a été dénommé avenue de Selves en 1934 puis avenue du Général Eisenhower en 1970.
Monument classé. ~ Au n° 16 : Hôtel, façades et toitures de l'hôtel et de ses communs, escalier avec sa rampe ; petit et grand salons et salle à manger des 1er et 2e étages avec leur décor. Au n° 23 : Chapelle Notre-Dame de la Consolation avec son cloître et leur décor.";14.6;520.0;"Ouverture et alignements (non retenus au POS et non repris au PLU). ~ Ord. du 23 juillet 1823.
Numérotage. ~ Arr. du 14 juin 1882.";VIIIe;voie publique;avenue Franklin D. Roosevelt, 21.;place de la Reine Astrid.
;8639;Saint-Ambroise.;rue;;saint-hubert;rue Saint-Hubert;8863;"Orig. du nom. ~ Saint-Hubert, patron des chasseurs.
Historique. ~ Précédemment, rue Nouvelle. Elle a été amorcée du côté de la rue Saint-Maur en 1908 et achevée en 1932.";12.0;103.0;"Classement, alignements (non retenus au POS et non repris au PLU) et nivellement. ~ Arr. du 8 janvier 1935.
Dénomination. ~ Nom donné en 1932 par les propriétaires riverains.";XIe;voie publique;rue Saint-Maur, 66-70.;avenue de la République, 86.
1904-11-05T01:00:00+01:00;0557;Roquette.;rue;;auguste laurent;rue Auguste Laurent;0532;"Orig. du nom. ~ Auguste Laurent (1807-1853), chimiste français.
Historique. ~ Précédemment partie de la rue des Murs de la Roquette, antérieurement partie de la rue des Canettes. Cette voie est indiquée sur le plan de Jouvin de Rochefort (1672).";15.0;150.0;"Alignements (non retenus au POS et non repris au PLU). ~ Ord. du 6 mai 1827, côté impair. Arr. du 24 octobre 1958, côté pair ; côté impair : pan coupé de 8 m à l'angle de la rue de la Roquette.
Nivellement. ~ Arr. du 24 octobre 1958.
Dénomination. ~ Arr. du 11 mai 1904.";XIe;voie publique;rue Mercoeur, 1.;rue de la Roquette, 140.
1885-10-11T00:53:28+00:53;8941;Saint-Ambroise. Roquette.;rue;;servan;rue Servan;8574;"Orig. du nom. ~ Antoine Joseph Michel Servan (1737-1807), criminaliste ; voisinage de la prison des jeunes détenus.";13.0;580.0;"Ouverture. ~ Déc. du 11 juillet 1860, entre les rues de la Roquette et du Chemin Vert (A). Cette partie a été ouverte par l'Assistance publique. Déc. du 6 juillet 1882, (UP) entre le passage Dudouy et l'avenue de la République.
Classement. ~ Déc. du 6 juillet 1882, entre la rue du Chemin Vert et le passage Dudouy.
Alignements (non retenus au POS et non repris au PLU). ~ Déc. du 11 juillet 1860, partie A. Déc. du 6 juillet 1882, le surplus (B). Arr. du 31 juillet 1956, pans coupés de 5 m, aux angles de la rue Omer Talon.
Nivellement. ~ Déc. du 6 juillet 1882, partie B.
Numérotage. ~ Arr. du 8 janvier 1886, partie B.
Dénomination. ~ Déc. du 2 mars 1864, partie A. Arr. des 26 février 1867 et 10 novembre 1885, partie B.";XIe;voie publique;rue de la Roquette, 141.;rue Guillaume Bertrand, 18, et avenue de la République, 92.
1868-02-04T00:53:28+00:53;0200;Quinze-Vingts.;rue;d';aligre;rue d'Aligre;0218;"Orig. du nom. ~ Etienne François d'Aligre (1727-1798) était premier président du Parlement de Paris lorsqu'on bâtit le marché auquel aboutit cette voie.
Historique. ~ Précédemment rue Lenoir au Faubourg Saint-Antoine et rue d'Aligre.";13.5;345.0;"Ouverture. ~ Lettres patentes du 17 février 1777, entre la rue de Charenton et la place d'Aligre (A), larg. : 42 pieds. Lettres patentes du 17 février 1777, entre la place d'Aligre et la rue du Faubourg Saint-Antoine (B), larg. : 44 pieds.
Alignements (non retenus au POS et non repris au PLU). ~ Ord. du 30 juillet 1844.
Dénomination. ~ Arr. du 2 avril 1868, réunissant à la rue d'Aligre (partie A), la rue Lenoir au Faubourg Saint-Antoine (partie B).";XIIe;voie publique;rue de Charenton, 95.;rue du Faubourg Saint-Antoine, 138.
;A884;Plaisance. Saint-Lambert.;voie;;ap/14;voie AP/14;Y697;Historique. ~ Bretelle de liaison aménagée à l'occasion de la création du boulevard Périphérique.;10.0;180.0;Observation. ~ Bretelle d'accès au boulevard Périphérique extérieur sud à partir de l'avenue de la Porte Brancion (Porte Brancion).;XIVe,XVe;voie publique;avenue de la Porte Brancion.;boulevard Périphérique extérieur sud.
1864-08-24T00:53:28+00:53;0139;Petit Montrouge.;rue;d';alembert;rue d'Alembert;0165;"Orig. du nom. ~ Jean le Rond, dit d'Alembert (1717-1783), philosophe, écrivain et mathématicien français, l'un des auteurs de `l'Encyclopédie`.
Historique. ~ Précédemment avenue de la Chapelle. Ouverte sur le territoire de la commune de Montrouge.";9.8;178.0;"Ouverture. ~ Ouverte en 1830.
Classement. ~ Déc. du 23 mai 1863.
Alignements (non retenus au POS et non repris au PLU) et nivellement. ~ Déc. du 23 juillet 1877.
Numérotage. ~ Arr. du 25 octobre 1879.
Dénomination. ~ Déc. du 24 août 1864.";XIVe;voie publique;rue Hallé, 17.;rue Bezout, 2.
1869-03-09T00:53:28+00:53;0104;Pont de Flandre.;rue;de l';aisne;rue de l'Aisne;0117;"Orig. du nom. ~ Affluent de l'Oise.
Historique. ~ Précédemment rue d'Aumale.";12.0;62.0;"Ouverture. ~ Ouverte en 1842.
Classement dans la voirie parisienne. ~ Déc. du 23 mai 1863. Précédemment voie de l'ancienne commune de la Villette.
Dénomination. ~ Arr. du 3 septembre 1869.";XIXe;voie publique;quai de l'Oise, 13.;rue de l'Ourcq, 28.
;0250;Amérique.;villa;d';alsace;villa d'Alsace;0255;"Orig. du nom. ~ Province française ; nom donné par les propriétaires riverains.";3.0;43.0;"Création. ~ Créée en 1926.
Classement, alignements (retenus au POS et non repris au PLU) et nivellement. ~ Arr. mun. du 22 juin 1992.";XIXe;voie publique;rue de Mouzaïa, 22.;en impasse
;1451;Pont de Flandre.;rue;de;cambrai;rue de Cambrai;1441;"Orig. du nom. ~ Ville du Département du Nord.
Historique. ~ La rue de Cambrai commençait, avant 1924, rue Mathis. A cette époque, on a donné le nom de rue Archereau à la partie de la rue de Cambrai comprise entre la rue Mathis et la rue de l'Ourcq. La partie comprise entre la rue de l'Ourcq et le chemin de fer de ceinture provient d'un ancien chemin figuré sur le plan de Delagrive, ainsi que sur le plan cadastral de 1812 où il porte le nom de chemin des Postes. Ce chemin figure sur un petit plan manuscrit du commencement du XVIIIe siècle sous le nom de Chemin du Vivier ou des Postes.";18.0;580.0;"Ouverture. ~ Déc. du 18 mars 1868 entre le chemin de fer de ceinture et l'avenue Corentin Cariou (B). Le tronçon B a remplacé un autre tronçon supprimé pour l'établissement des Entrepôts et Magasins généraux.
Classement dans la voirie parisienne. ~ Déc. du 23 mai 1863 entre la rue de l'Ourcq et le chemin de fer de ceinture (A). La partie A dépendait d'un ancien chemin vicinal classé par arr. du 3 août 1837 dans la voirie de la commune de la Villette.
Alignements (non retenus au POS et non repris au PLU). ~ Arr. du 28 octobre 1844, côté pair, partie M. Arr. du 25 août 1969, côté impair, partie M. Arr. du 19 avril 1929, côté pair sur une longueur de 34 m environ, à partir de la rue Alphonse Karr. Déc. du 18 mars 1868, partie B, sauf du côté impair, sur une longueur de 38 m environ, en deçà d'un point situé à 123 m environ du quai de la Gironde.
Nivellement. ~ Déc. du 11 décembre 1868, partie B.
Servitude. ~ Arr. du 25 août 1969 : zone ""non aedificandi"" de 17 m, côté impair, partie M.
Numérotage. ~ Arr. du 29 mai 1873.";XIXe;voie publique;rue de l'Ourcq, 68.;quai de la Gironde, 27, et avenue Corentin Cariou, 17.
1976-02-04T01:00:00+01:00;6881;Villette.;allée;des;orgues de flandre;allée des Orgues de Flandre;6854;"Orig. du nom. ~ Aspect des constructions autour de l'allée, et voisinage de l'avenue de Flandre.
Historique. ~ Voie de desserte créée en 1975 dans le cadre de l'aménagement de l'îlot Riquet.";4.0;142.0;"Création. ~ Voie de desserte créée en 1975.
Dénomination. ~ Déc. préf. du 2 avril 1976.";XIXe;voie privée;rue Riquet, 26, rue Mathis, 11, et avenue de Flandre, 97.;en impasse
;5332;Amérique.;square;du;laonnais;square du Laonnais;5259;"Orig. du nom. ~ Ancien pays de l'Ile de France.
Historique. ~ Ouvert sur l'emplacement des bastions 21 et 22.";10.9;38.0;Ouverture. ~ Ouvert en 1932.;XIXe;voie privée;boulevard Sérurier, 58.;en impasse
1996-05-12T02:00:00+02:00;6120;Amérique.;rue;de la;marseillaise;rue de la Marseillaise;6042;"Orig. du nom. ~ La `Marseillaise`, hymne national composé en 1792 par Rouget de l'Isle.
Historique. ~ Partie A : précédemment rue Rouget de l'Isle, située autrefois sur le territoire du Pré-Saint-Gervais annexé à Paris par décret du 27 juillet 1930. Le surplus dénommé, par arrêté du 18 avril 1963, allée de la Marseillaise, a été aménagé lors de la création des abords du boulevard Périphérique en 1966.";20.0;360.0;"Alignements (non retenus au POS et non repris au PLU). ~ Arr. du 12 septembre 1885, entre les rues des Sept Arpents et des Cheminets (A).
Dénomination. ~ Arr. du 3 juin 1932, partie A. Arr. mun. du 5 décembre 1996, le surplus.";XIXe;voie publique;avenue de la Porte Chaumont.;rue des Sept Arpents, 2.
;6217;Amérique.;passage;des;mauxins;passage des Mauxins;6132;Orig. du nom. ~ Lieu-dit les Mauxins ou les Mossins.;12.0;160.0;Classement, alignements (non retenus au POS et non repris au PLU) et nivellement. ~ Arr. du 2 septembre 1952. Cet arrêté approuve en particulier un pan coupé de 8 m sur le n° 31.;XIXe;voie publique;rue de Romainville, 59.;boulevard Sérurier, 11-19.
1984-11-26T01:00:00+01:00;5102;Amérique.;place;;jules senard;place Jules Senard;4972;"Orig. du nom. ~ Jules Antoine Senard (1800-1885), remarquable avocat, bâtonnier de l'ordre des avocats de Paris et homme politique français, organisateur de l'un des banquets réformistes qui marquèrent les débuts de la Révolution de 1848. Ministre de l'intérieur de juin à octobre 1848.
Historique. ~ Elle avait été provisoirement dénommée BB/19.";17.0;84.0;Dénomination. ~ Arr. mun. du 26 novembre 1984.;XIXe;voie publique;avenue de la Porte des Lilas, 1.;en impasse
1867-02-26T00:53:28+00:53;0463;Necker.;rue;de l';armorique;rue de l'Armorique;0430;"Orig. du nom. ~ Ancien nom de la Bretagne, voisinage de la gare Montparnasse.
Historique. ~ Précédemment avenue du Chemin de Fer ou rue de la Gare. Ouverte par la Compagnie des chemins de Fer de l'Ouest sur le territoire de l'ancienne commune de Vaugirard.";20.0;167.0;"Ouverture. ~ Ouverte en 1840.
Classement. ~ Déc. du 23 mai 1863.
Alignements (non retenus au POS et non repris au PLU). ~ Déc. du 9 juillet 1870.
Nivellement. ~ Déc. du 13 juin 1913.
Numérotage. ~ Arr. du 2 juillet 1873.
Dénomination. ~ Arr. du 26 février 1867.";XVe;voie publique;boulevard Pasteur, 68.;rue du Cotentin, 22.
1932-11-01T01:00:00+01:00;0553;Necker.;rue;;auguste dorchain;rue Auguste Dorchain;0529;"Orig. du nom. ~ Auguste Dorchain (1857-1930), poète et auteur dramatique.
Historique. ~ Précédemment, partie sud du pourtour du théâtre (dégagement de l'ancien théâtre de Grenelle). Cette voie est indiquée sur le plan cadastral de l'ancienne commune de Grenelle, dressé en 1811.";12.0;50.0;"Classement. ~ Déc. du 23 mai 1863.
Alignements (non retenus au POS et non repris au PLU) et nivellement. ~ Déc. du 8 novembre 1882.
Numérotage. ~ Arr. du 16 juin 1932.
Dénomination. ~ Arr. du 11 janvier 1932.";XVe;voie publique;rue de la Croix Nivert, 55 et rue Joseph Liouville, 1.;rue Meilhac, et rue Quinault, 2.
